"protocol","port","description"
"TCP",21847,"NetSpeak Corp. Connection Services"
"TCP",21848,"NetSpeak Corp. Automatic Call Distribution"
"TCP",21849,"NetSpeak Corp. Credit Processing System"
"TCP",22000,"SNAPenetIO"
"TCP",22001,"OptoControl"
"TCP",22156,"Phatbot Worm"
"TCP",22273,"wnn6"
"TCP",22289,"Wnn6 (Chinese Input)"
"TCP",22305,"Wnn6 (Korean Input)"
"TCP",22321,"Wnn6 (Taiwanese Input)"
"TCP",22555,"Vocaltec Web Conference"
"TCP",22800,"Telerate Information Platform LAN"
"TCP",22951,"Telerate Information Platform WAN"
"TCP",23005,"W32.HLLW.Nettrash"
"TCP",23006,"W32.HLLW.Nettrash"
"TCP",23432,"Asylum"
"TCP",23476,"Donald Dick"
"TCP",23477,"Donald Dick"
"TCP",23485,"Shareasa file sharing"
"TCP",24000,"med-ltp"
"TCP",24001,"med-fsp-rx"
"TCP",24002,"med-fsp-tx"
"TCP",24003,"med-supp"
"TCP",24004,"med-ovw"
"TCP",24005,"med-ci"
"TCP",24006,"med-net-svc"
"TCP",24386,"Intel RCI"
"TCP",24554,"BINKP"
"TCP",25000,"icl-twobase1"
"TCP",25001,"icl-twobase2"
"TCP",25002,"icl-twobase3"
"TCP",25003,"icl-twobase4"
"TCP",25004,"icl-twobase5"
"TCP",25005,"icl-twobase6"
"TCP",25006,"icl-twobase7"
"TCP",25007,"icl-twobase8"
"TCP",25008,"icl-twobase9"
"TCP",25009,"icl-twobase10"
"TCP",25555,"Mitglieder.D trojan"
"TCP",25793,"Vocaltec Address Server"
"TCP",25867,"WebCam32 Admin"
"TCP",26000,"quake"
"TCP",26208,"wnn6-ds"
"TCP",26274,"Delta Source (Windows Trojan)"
"TCP",27347,"SubSeven / Linux.Ramen.Worm (RedHat Linux)"
"TCP",27374,"SubSeven / Linux.Ramen.Worm (RedHat Linux)"
"TCP",27665,"Trinoo distributed attack tool Master server control port"
"TCP",27999,"TW Authentication/Key Distribution and"
"TCP",30100,"Netsphere (Windows Trojan)"
"TCP",30101,"Netsphere (Windows Trojan)"
"TCP",30102,"Netsphere (Windows Trojan)"
"TCP",30999,"Kuang"
"TCP",31337,"BO2K"
"TCP",31785,"Hack-A-Tack (Windows Trojan)"
"TCP",31787,"Hack-A-Tack (Windows Trojan)"
"TCP",31788,"Hack-A-Tack (Windows Trojan)"
"TCP",31789,"Hack-A-Tack (Windows Trojan)"
"TCP",31791,"Hack-A-Tack (Windows Trojan)"
"TCP",32000,"XtraMail v1.11"
"TCP",32768,"Filenet TMS"
"TCP",32769,"Filenet RPC"
"TCP",32770,"Filenet NCH"
"TCP",32771,"Solaris RPC"
"TCP",32772,"Solaris RPC"
"TCP",32773,"Solaris RPC"
"TCP",32774,"Solaris RPC"
"TCP",32775,"Solaris RPC"
"TCP",32776,"Solaris RPC"
"TCP",32777,"Solaris RPC"
"TCP",32780,"RPC"
"TCP",33434,"traceroute use"
"TCP",34324,"Big Gluck (Windows Trojan)"
"TCP",36865,"KastenX Pipe"
"TCP",40421,"Master's Paradise (Windows Trojan)"
"TCP",40422,"Master's Paradise (Windows Trojan)"
"TCP",40423,"Master's Paradise (Windows Trojan)"
"TCP",40426,"Master's Paradise (Windows Trojan)"
"TCP",40841,"CSCP"
"TCP",42424,"ASP.NET Session State"
"TCP",43118,"Reachout"
"TCP",43188,"Reachout"
"TCP",44333,"Kerio WinRoute Firewall Administration"
"TCP",44334,"Kerio Personal Firewall Administration"
"TCP",44337,"Kerio MailServer Administration"
"TCP",44444,"Prosiak"
"TCP",44818,"Rockwell Encapsulation"
"TCP",45092,"BackGate (Windows rootkit)"
"TCP",45678,"EBA PRISE"
"TCP",45966,"SSRServerMgr"
"TCP",47262,"Delta Source (Windows Trojan)"
"TCP",47557,"Databeam Corporation"
"TCP",47624,"Direct Play Server"
"TCP",47806,"ALC Protocol"
"TCP",47808,"Building Automation and Control Networks"
"TCP",48000,"Nimbus Controller"
"TCP",48001,"Nimbus Spooler"
"TCP",48002,"Nimbus Hub"
"TCP",48003,"Nimbus Gateway"
"TCP",49400,"Compaq Insight Manager"
"TCP",49401,"Compaq Insight Manager"
"TCP",50300,"O&O Defrag"
"TCP",51515,"Microsoft Operations Manager MOM-Clear"
"TCP",52673,"Stickies"
"TCP",54283,"SubSeven"
"TCP",54320,"Orifice 2000 (TCP)"
"TCP",54321,"Orifice 2000 (TCP)"
"TCP",60000,"DeepThroat"
"TCP",65000,"distributed attack tool / Devil (Windows Trojan)"
"TCP",65301,"pcAnywhere-def"
"TCP",65506,"PhatBot, Agobot, Gaobot (Windows trojans)"
"UDP",0,"Reserved"
"UDP",1,"Port Service Multiplexer"
"UDP",2,"Management Utility"
"UDP",3,"Compression Process"
"UDP",4,"Unassigned"
"UDP",5,"Remote Job Entry"
"UDP",6,"Unassigned"
"UDP",7,"Echo"
"UDP",8,"Unassigned"
"UDP",9,"Discard"
"UDP",10,"Unassigned"
"UDP",11,"Active Users"
"UDP",12,"Unassigned"
"UDP",13,"Daytime"
"UDP",14,"Unassigned"
"UDP",15,"Unassigned"
"UDP",16,"Unassigned"
"UDP",17,"Quote of the Day"
"UDP",18,"Message Send Protocol"
"UDP",19,"Character Generator"
"UDP",20,"File Transfer [Default Data]"
"UDP",21,"File Transfer [Control]"
"UDP",22,"SSH Remote Login Protocol"
"UDP",23,"Telnet"
"UDP",24,"any private mail system"
"UDP",25,"Simple Mail Transfer"
"UDP",26,"Unassigned"
"UDP",27,"NSW User System FE"
"UDP",28,"Unassigned"
"UDP",29,"MSG ICP"
"UDP",30,"Unassigned"
"UDP",31,"MSG Authentication"
"UDP",32,"Unassigned"
"UDP",33,"Display Support Protocol"
"UDP",34,"Unassigned"
"UDP",35,"any private printer server"
"UDP",36,"Unassigned"
"UDP",37,"Time"
"UDP",38,"Route Access Protocol"
"UDP",39,"Resource Location Protocol"
"UDP",40,"Unassigned"
"UDP",41,"Graphics"
"UDP",42,"Host Name Server"
"UDP",43,"Who Is"
"UDP",44,"MPM FLAGS Protocol"
"UDP",45,"Message Processing Module [recv]"
"UDP",46,"MPM [default send]"
"UDP",47,"NI FTP"
"UDP",48,"Digital Audit Daemon"
"UDP",49,"Login Host Protocol (TACACS)"
"UDP",50,"Remote Mail Checking Protocol"
"UDP",51,"IMP Logical Address Maintenance"
"UDP",52,"XNS Time Protocol"
"UDP",53,"Domain Name Server"
"UDP",54,"XNS Clearinghouse"
"UDP",55,"ISI Graphics Language"
"UDP",56,"XNS Authentication"
"UDP",57,"any private terminal access"
"UDP",58,"XNS Mail"
"UDP",59,"any private file service"
"UDP",60,"Unassigned"
"UDP",61,"NI MAIL"
"UDP",62,"ACA Services"
"UDP",63,"whois++"
"UDP",64,"Communications Integrator (CI)"
"UDP",65,"TACACS-Database Service"
"UDP",66,"Oracle SQL*NET"
"UDP",67,"Bootstrap Protocol Server"
"UDP",68,"Bootstrap Protocol Client"
"UDP",69,"Trivial File Transfer"
"UDP",70,"Gopher"
"UDP",71,"Remote Job Service"
"UDP",72,"Remote Job Service"
"UDP",73,"Remote Job Service"
"UDP",74,"Remote Job Service"
"UDP",75,"any private dial out service"
"UDP",76,"Distributed External Object Store"
"UDP",77,"any private RJE service"
"UDP",78,"vettcp"
"UDP",79,"Finger"
"UDP",80,"World Wide Web HTTP"
"UDP",81,"HOSTS2 Name Server"
"UDP",82,"XFER Utility"
"UDP",83,"MIT ML Device"
"UDP",84,"Common Trace Facility"
"UDP",85,"MIT ML Device"
"UDP",86,"Micro Focus Cobol"
"UDP",87,"any private terminal link"
"UDP",88,"Kerberos"
"UDP",89,"SU/MIT Telnet Gateway"
"UDP",90,"DNSIX Securit Attribute Token Map"
"UDP",91,"MIT Dover Spooler"
"UDP",92,"Network Printing Protocol"
"UDP",93,"Device Control Protocol"
"UDP",94,"Tivoli Object Dispatcher"
"UDP",95,"SUPDUP"
"UDP",96,"DIXIE Protocol Specification"
"UDP",97,"Swift Remote Virtural File Protocol"
"UDP",98,"TAC News"
"UDP",99,"Metagram Relay"
"UDP",101,"NIC Host Name Server"
"UDP",102,"ISO-TSAP Class 0"
"UDP",103,"Genesis Point-to-Point Trans Net"
"UDP",104,"ACR-NEMA Digital Imag. & Comm. 300"
"UDP",105,"Mailbox Name Nameserver"
"UDP",106,"3COM-TSMUX"
"UDP",107,"Remote Telnet Service"
"UDP",108,"SNA Gateway Access Server"
"UDP",109,"Post Office Protocol - Version 2"
"UDP",110,"Post Office Protocol - Version 3"
"UDP",111,"SUN Remote Procedure Call"
"UDP",112,"McIDAS Data Transmission Protocol"
"UDP",113,"Authentication Service"
"UDP",114,"Audio News Multicast"
"UDP",115,"Simple File Transfer Protocol"
"UDP",116,"ANSA REX Notify"
"UDP",117,"UUCP Path Service"
"UDP",118,"SQL Services"
"UDP",119,"Network News Transfer Protocol"
"UDP",120,"CFDPTKT"
"UDP",121,"Encore Expedited Remote Pro.Call"
"UDP",122,"SMAKYNET"
"UDP",123,"Network Time Protocol"
"UDP",124,"ANSA REX Trader"
"UDP",125,"Locus PC-Interface Net Map Ser"
"UDP",126,"Unisys Unitary Login"
"UDP",127,"Locus PC-Interface Conn Server"
"UDP",128,"GSS X License Verification"
"UDP",129,"Password Generator Protocol"
"UDP",130,"cisco FNATIVE"
"UDP",131,"cisco TNATIVE"
"UDP",132,"cisco SYSMAINT"
"UDP",133,"Statistics Service"
"UDP",134,"INGRES-NET Service"
"UDP",135,"DCE endpoint resolution"
"UDP",136,"PROFILE Naming System"
"UDP",137,"NETBIOS Name Service"
"UDP",138,"NETBIOS Datagram Service"
"UDP",139,"NETBIOS Session Service"
"UDP",140,"EMFIS Data Service"
"UDP",141,"EMFIS Control Service"
"UDP",142,"Britton-Lee IDM"
"UDP",143,"Internet Message Access Protocol"
"UDP",144,"Universal Management Architecture"
"UDP",145,"UAAC Protocol"
"UDP",146,"ISO-IP0"
"UDP",147,"ISO-IP"
"UDP",148,"Jargon"
"UDP",149,"AED 512 Emulation Service"
"UDP",150,"SQL-NET"
"UDP",151,"HEMS"
"UDP",152,"Background File Transfer Program"
"UDP",153,"SGMP"
"UDP",154,"NETSC"
"UDP",155,"NETSC"
"UDP",156,"SQL Service"
"UDP",157,"KNET/VM Command/Message Protocol"
"UDP",158,"PCMail Server"
"UDP",159,"NSS-Routing"
"UDP",160,"SGMP-TRAPS"
"UDP",161,"SNMP"
"UDP",162,"SNMPTRAP"
"UDP",163,"CMIP/TCP Manager"
"UDP",164,"CMIP/TCP Agent"
"UDP",165,"Xerox"
"UDP",166,"Sirius Systems"
"UDP",167,"NAMP"
"UDP",168,"RSVD"
"UDP",169,"SEND"
"UDP",170,"Network PostScript"
"UDP",171,"Network Innovations Multiplex"
"UDP",172,"Network Innovations CL/1"
"UDP",173,"Xyplex"
"UDP",174,"MAILQ"
"UDP",175,"VMNET"
"UDP",176,"GENRAD-MUX"
"UDP",177,"X Display Manager Control Protocol"
"UDP",178,"NextStep Window Server"
"UDP",179,"Border Gateway Protocol"
"UDP",180,"Intergraph"
"UDP",181,"Unify"
"UDP",182,"Unisys Audit SITP"
"UDP",183,"OCBinder"
"UDP",184,"OCServer"
"UDP",185,"Remote-KIS"
"UDP",186,"KIS Protocol"
"UDP",187,"Application Communication Interface"
"UDP",188,"Plus Five's MUMPS"
"UDP",189,"Queued File Transport"
"UDP",190,"Gateway Access Control Protocol"
"UDP",191,"Prospero Directory Service"
"UDP",192,"OSU Network Monitoring System"
"UDP",193,"Spider Remote Monitoring Protocol"
"UDP",194,"Internet Relay Chat Protocol"
"UDP",195,"DNSIX Network Level Module Audit"
"UDP",196,"DNSIX Session Mgt Module Audit Redir"
"UDP",197,"Directory Location Service"
"UDP",198,"Directory Location Service Monitor"
"UDP",199,"SMUX"
"UDP",200,"IBM System Resource Controller"
"UDP",201,"AppleTalk Routing Maintenance"
"UDP",202,"AppleTalk Name Binding"
"UDP",203,"AppleTalk Unused"
"UDP",204,"AppleTalk Echo"
"UDP",205,"AppleTalk Unused"
"UDP",206,"AppleTalk Zone Information"
"UDP",207,"AppleTalk Unused"
"UDP",208,"AppleTalk Unused"
"UDP",209,"The Quick Mail Transfer Protocol"
"UDP",210,"ANSI Z39.50"
"UDP",211,"Texas Instruments 914C/G Terminal"
"UDP",212,"ATEXSSTR"
"UDP",213,"IPX"
"UDP",214,"VM PWSCS"
"UDP",215,"Insignia Solutions"
"UDP",216,"Computer Associates Int'l License Server"
"UDP",217,"dBASE Unix"
"UDP",218,"Netix Message Posting Protocol"
"UDP",219,"Unisys ARPs"
"UDP",220,"Interactive Mail Access Protocol v3"
"UDP",221,"Berkeley rlogind with SPX auth"
"UDP",222,"Berkeley rshd with SPX auth"
"UDP",223,"Certificate Distribution Center"
"UDP",224,"masqdialer"
"UDP",242,"Direct"
"UDP",243,"Survey Measurement"
"UDP",244,"inbusiness"
"UDP",245,"LINK"
"UDP",246,"Display Systems Protocol"
"UDP",247,"SUBNTBCST_TFTP"
"UDP",248,"bhfhs"
"UDP",256,"RAP"
"UDP",257,"Secure Electronic Transaction"
"UDP",258,"Yak Winsock Personal Chat"
"UDP",259,"Efficient Short Remote Operations"
"UDP",260,"Openport"
"UDP",261,"IIOP Name Service over TLS/SSL"
"UDP",262,"Arcisdms"
"UDP",263,"HDAP"
"UDP",264,"BGMP"
"UDP",265,"X-Bone CTL"
"UDP",266,"SCSI on ST"
"UDP",267,"Tobit David Service Layer"
"UDP",268,"Tobit David Replica"
"UDP",280,"HTTP-mgmt"
"UDP",281,"Personal Link"
"UDP",282,"Cable Port A/X"
"UDP",283,"rescap"
"UDP",284,"corerjd"
"UDP",286,"FXP-1"
"UDP",287,"K-BLOCK"
"UDP",308,"Novastor Backup"
"UDP",309,"EntrustTime"
"UDP",310,"bhmds"
"UDP",311,"AppleShare IP WebAdmin"
"UDP",312,"VSLMP"
"UDP",313,"Magenta Logic"
"UDP",314,"Opalis Robot"
"UDP",315,"DPSI"
"UDP",316,"decAuth"
"UDP",317,"Zannet"
"UDP",318,"PKIX TimeStamp"
"UDP",319,"PTP Event"
"UDP",320,"PTP General"
"UDP",321,"PIP"
"UDP",322,"RTSPS"
"UDP",333,"Texar Security Port"
"UDP",344,"Prospero Data Access Protocol"
"UDP",345,"Perf Analysis Workbench"
"UDP",346,"Zebra server"
"UDP",347,"Fatmen Server"
"UDP",348,"Cabletron Management Protocol"
"UDP",349,"mftp"
"UDP",350,"MATIP Type A"
"UDP",351,"bhoetty"
"UDP",352,"bhoedap4"
"UDP",353,"NDSAUTH"
"UDP",354,"bh611"
"UDP",355,"DATEX-ASN"
"UDP",356,"Cloanto Net 1"
"UDP",357,"bhevent"
"UDP",358,"Shrinkwrap"
"UDP",359,"Tenebris Network Trace Service"
"UDP",360,"scoi2odialog"
"UDP",361,"Semantix"
"UDP",362,"SRS Send"
"UDP",363,"RSVP Tunnel"
"UDP",364,"Aurora CMGR"
"UDP",365,"DTK"
"UDP",366,"ODMR"
"UDP",367,"MortgageWare"
"UDP",368,"QbikGDP"
"UDP",369,"rpc2portmap"
"UDP",370,"codaauth2"
"UDP",371,"Clearcase"
"UDP",372,"ListProcessor"
"UDP",373,"Legent Corporation"
"UDP",374,"Legent Corporation"
"UDP",375,"Hassle"
"UDP",376,"Amiga Envoy Network Inquiry Proto"
"UDP",377,"NEC Corporation"
"UDP",378,"NEC Corporation"
"UDP",379,"TIA/EIA/IS-99 modem client"
"UDP",380,"TIA/EIA/IS-99 modem server"
"UDP",381,"hp performance data collector"
"UDP",382,"hp performance data managed node"
"UDP",383,"hp performance data alarm manager"
"UDP",384,"A Remote Network Server System"
"UDP",385,"IBM Application"
"UDP",386,"ASA Message Router Object Def."
"UDP",387,"Appletalk Update-Based Routing Pro."
"UDP",388,"Unidata LDM"
"UDP",389,"Lightweight Directory Access Protocol"
"UDP",390,"UIS"
"UDP",391,"SynOptics SNMP Relay Port"
"UDP",392,"SynOptics Port Broker Port"
"UDP",393,"Data Interpretation System"
"UDP",394,"EMBL Nucleic Data Transfer"
"UDP",395,"NETscout Control Protocol"
"UDP",396,"Novell Netware over IP"
"UDP",397,"Multi Protocol Trans. Net."
"UDP",398,"Kryptolan"
"UDP",399,"ISO Transport Class 2 Non-Control over TCP"
"UDP",400,"Workstation Solutions"
"UDP",401,"Uninterruptible Power Supply"
"UDP",402,"Genie Protocol"
"UDP",403,"decap"
"UDP",404,"nced"
"UDP",405,"ncld"
"UDP",406,"Interactive Mail Support Protocol"
"UDP",407,"Timbuktu"
"UDP",408,"Prospero Resource Manager Sys. Man."
"UDP",409,"Prospero Resource Manager Node Man."
"UDP",410,"DECLadebug Remote Debug Protocol"
"UDP",411,"Remote MT Protocol"
"UDP",412,"Trap Convention Port"
"UDP",413,"SMSP"
"UDP",414,"InfoSeek"
"UDP",415,"BNet"
"UDP",416,"Silverplatter"
"UDP",417,"Onmux"
"UDP",418,"Hyper-G"
"UDP",419,"Ariel"
"UDP",420,"SMPTE"
"UDP",421,"Ariel"
"UDP",422,"Ariel"
"UDP",423,"IBM Operations Planning and Control Start"
"UDP",424,"IBM Operations Planning and Control Track"
"UDP",425,"ICAD"
"UDP",426,"smartsdp"
"UDP",427,"Server Location"
"UDP",428,"OCS_CMU"
"UDP",429,"OCS_AMU"
"UDP",430,"UTMPSD"
"UDP",431,"UTMPCD"
"UDP",432,"IASD"
"UDP",433,"NNSP"
"UDP",434,"MobileIP-Agent"
"UDP",435,"MobilIP-MN"
"UDP",436,"DNA-CML"
"UDP",437,"comscm"
"UDP",438,"dsfgw"
"UDP",439,"dasp"
"UDP",440,"sgcp"
"UDP",441,"decvms-sysmgt"
"UDP",442,"cvc_hostd"
"UDP",443,"HTTP protocol over TLS/SSL"
"UDP",444,"Simple Network Paging Protocol"
"UDP",445,"Microsoft-DS"
"UDP",446,"DDM-RDB"
"UDP",447,"DDM-RFM"
"UDP",448,"DDM-SSL"
"UDP",449,"AS Server Mapper"
"UDP",450,"TServer"
"UDP",451,"Cray Network Semaphore server"
"UDP",452,"Cray SFS config server"
"UDP",453,"CreativeServer"
"UDP",454,"ContentServer"
"UDP",455,"CreativePartnr"
"UDP",456,"macon-udp"
"UDP",457,"scohelp"
"UDP",458,"apple quick time"
"UDP",459,"ampr-rcmd"
"UDP",460,"skronk"
"UDP",461,"DataRampSrv"
"UDP",462,"DataRampSrvSec"
"UDP",463,"alpes"
"UDP",464,"kpasswd"
"UDP",465,"SMTP protocol over TLS/SSL"
"UDP",466,"digital-vrc"
"UDP",467,"mylex-mapd"
"UDP",468,"proturis"
"UDP",469,"Radio Control Protocol"
"UDP",470,"scx-proxy"
"UDP",471,"Mondex"
"UDP",472,"ljk-login"
"UDP",473,"hybrid-pop"
"UDP",474,"tn-tl-w2"
"UDP",475,"tcpnethaspsrv"
"UDP",476,"tn-tl-fd1"
"UDP",477,"ss7ns"
"UDP",478,"spsc"
"UDP",479,"iafserver"
"UDP",480,"iafdbase"
"UDP",481,"Ph service"
"UDP",482,"bgs-nsi"
"UDP",483,"ulpnet"
"UDP",484,"Integra Software Management Environment"
"UDP",485,"Air Soft Power Burst"
"UDP",486,"avian"
"UDP",487,"saft Simple Asynchronous File Transfer"
"UDP",488,"gss-HTTP"
"UDP",489,"nest-protocol"
"UDP",490,"micom-pfs"
"UDP",491,"go-login"
"UDP",492,"Transport Independent Convergence for FNA"
"UDP",493,"Transport Independent Convergence for FNA"
"UDP",494,"POV-Ray"
"UDP",495,"intecourier"
"UDP",496,"PIM-RP-DISC"
"UDP",497,"dantz"
"UDP",498,"siam"
"UDP",499,"ISO ILL Protocol"
"UDP",500,"ISAKMP"
"UDP",501,"STMF"
"UDP",502,"asa-appl-proto"
"UDP",503,"Intrinsa"
"UDP",504,"citadel"
"UDP",505,"mailbox-lm"
"UDP",506,"ohimsrv"
"UDP",507,"crs"
"UDP",508,"xvttp"
"UDP",509,"snare"
"UDP",510,"FirstClass Protocol"
"UDP",511,"PassGo"
"UDP",512,"used by mail system to notify users"
"UDP",513,"maintains data bases showing who's"
"UDP",514,"BSD syslogd"
"UDP",515,"spooler"
"UDP",516,"videotex"
"UDP",517,"like tenex link but across"
"UDP",518,"talkd"
"UDP",519,"unixtime"
"UDP",520,"Routing Information Protocol"
"UDP",521,"ripng"
"UDP",522,"ULP"
"UDP",523,"IBM-DB2"
"UDP",524,"NCP"
"UDP",525,"timeserver"
"UDP",526,"newdate"
"UDP",527,"Stock IXChange"
"UDP",528,"Customer IXChange"
"UDP",529,"IRC-SERV"
"UDP",530,"rpc"
"UDP",531,"chat"
"UDP",532,"readnews"
"UDP",533,"for emergency broadcasts"
"UDP",534,"MegaMedia Admin"
"UDP",535,"iiop"
"UDP",536,"opalis-rdv"
"UDP",537,"Networked Media Streaming Protocol"
"UDP",538,"gdomap"
"UDP",539,"Apertus Technologies Load Determination"
"UDP",540,"uucpd"
"UDP",541,"uucp-rlogin"
"UDP",542,"commerce"
"UDP",543,"kerberos (v4/v5)"
"UDP",544,"krcmd"
"UDP",545,"appleqtcsrvr"
"UDP",546,"DHCPv6 Client"
"UDP",547,"DHCPv6 Server"
"UDP",548,"AFP over TCP"
"UDP",549,"IDFP"
"UDP",550,"new-who"
"UDP",551,"cybercash"
"UDP",552,"deviceshare"
"UDP",553,"pirp"
"UDP",554,"Real Time Stream Control Protocol"
"UDP",555,"phAse Zero backdoor (Windows) / dsf"
"UDP",556,"rfs server"
"UDP",557,"openvms-sysipc"
"UDP",558,"SDNSKMP"
"UDP",559,"TEEDTAP"
"UDP",560,"rmonitord"
"UDP",561,"monitor"
"UDP",562,"chcmd"
"UDP",563,"NNTP protocol over TLS/SSL"
"UDP",564,"plan 9 file service"
"UDP",565,"whoami"
"UDP",566,"streettalk"
"UDP",567,"banyan-rpc"
"UDP",568,"microsoft shuttle"
"UDP",569,"microsoft rome"
"UDP",570,"demon"
"UDP",571,"udemon"
"UDP",572,"sonar"
"UDP",573,"banyan-vip"
"UDP",574,"FTP Software Agent System"
"UDP",575,"VEMMI"
"UDP",576,"ipcd"
"UDP",577,"vnas"
"UDP",578,"ipdd"
"UDP",579,"decbsrv"
"UDP",580,"SNTP HEARTBEAT"
"UDP",581,"Bundle Discovery Protocol"
"UDP",582,"SCC Security"
"UDP",583,"Philips Video-Conferencing"
"UDP",584,"Key Server"
"UDP",585,"IMAP4+SSL"
"UDP",586,"Password Change"
"UDP",587,"Submission"
"UDP",588,"CAL"
"UDP",589,"EyeLink"
"UDP",590,"TNS CML"
"UDP",591,"FileMaker Inc. - HTTP Alternate"
"UDP",592,"Eudora Set"
"UDP",593,"HTTP RPC Ep Map"
"UDP",594,"TPIP"
"UDP",595,"CAB Protocol"
"UDP",596,"SMSD"
"UDP",597,"PTC Name Service"
"UDP",598,"SCO Web Server Manager 3"
"UDP",599,"Aeolon Core Protocol"
"UDP",600,"Sun IPC server"
"UDP",606,"Cray Unified Resource Manager"
"UDP",607,"nqs"
"UDP",608,"Sender-Initiated/Unsolicited File Transfer"
"UDP",609,"npmp-trap"
"UDP",610,"npmp-local"
"UDP",611,"npmp-gui"
"UDP",612,"HMMP Indication"
"UDP",613,"HMMP Operation"
"UDP",614,"SSLshell"
"UDP",615,"Internet Configuration Manager"
"UDP",616,"SCO System Administration Server"
"UDP",617,"SCO Desktop Administration Server"
"UDP",618,"DEI-ICDA"
"UDP",619,"Digital EVM"
"UDP",620,"SCO WebServer Manager"
"UDP",621,"ESCP"
"UDP",622,"Collaborator"
"UDP",623,"Aux Bus Shunt"
"UDP",624,"Crypto Admin"
"UDP",625,"DEC DLM"
"UDP",626,"ASIA"
"UDP",627,"PassGo Tivoli"
"UDP",628,"QMQP"
"UDP",629,"3Com AMP3"
"UDP",630,"RDA"
"UDP",631,"IPP (Internet Printing Protocol)"
"UDP",632,"bmpp"
"UDP",633,"Service Status update (Sterling Software)"
"UDP",634,"ginad"
"UDP",635,"RLZ DBase"
"UDP",636,"LDAP protocol over TLS/SSL"
"UDP",637,"lanserver"
"UDP",638,"mcns-sec"
"UDP",639,"MSDP"
"UDP",640,"entrust-sps"
"UDP",641,"repcmd"
"UDP",642,"ESRO-EMSDP V1.3"
"UDP",643,"SANity"
"UDP",644,"dwr"
"UDP",645,"PSSC"
"UDP",646,"LDP"
"UDP",647,"DHCP Failover"
"UDP",648,"Registry Registrar Protocol (RRP)"
"UDP",649,"Aminet"
"UDP",650,"OBEX"
"UDP",651,"IEEE MMS"
"UDP",652,"UDLR_DTCP"
"UDP",653,"RepCmd"
"UDP",654,"AODV"
"UDP",655,"TINC"
"UDP",656,"SPMP"
"UDP",657,"RMC"
"UDP",658,"TenFold"
"UDP",659,"URL Rendezvous"
"UDP",660,"MacOS Server Admin"
"UDP",661,"HAP"
"UDP",662,"PFTP"
"UDP",663,"PureNoise"
"UDP",664,"Secure Aux Bus"
"UDP",665,"Sun DR"
"UDP",666,"doom Id Software"
"UDP",667,"campaign contribution disclosures - SDR Technologies"
"UDP",668,"MeComm"
"UDP",669,"MeRegister"
"UDP",670,"VACDSM-SWS"
"UDP",671,"VACDSM-APP"
"UDP",672,"VPPS-QUA"
"UDP",673,"CIMPLEX"
"UDP",674,"ACAP"
"UDP",675,"DCTP"
"UDP",676,"VPPS Via"
"UDP",677,"Virtual Presence Protocol"
"UDP",678,"GNU Generation Foundation NCP"
"UDP",679,"MRM"
"UDP",680,"entrust-aaas"
"UDP",681,"entrust-aams"
"UDP",682,"XFR"
"UDP",683,"CORBA IIOP"
"UDP",684,"CORBA IIOP SSL"
"UDP",685,"MDC Port Mapper"
"UDP",686,"Hardware Control Protocol Wismar"
"UDP",687,"asipregistry"
"UDP",688,"REALM-RUSD"
"UDP",689,"NMAP"
"UDP",690,"VATP"
"UDP",691,"MS Exchange Routing"
"UDP",692,"Hyperwave-ISP"
"UDP",693,"connendp"
"UDP",694,"ha-cluster"
"UDP",695,"IEEE-MMS-SSL"
"UDP",696,"RUSHD"
"UDP",697,"UUIDGEN"
"UDP",698,"OLSR"
"UDP",704,"errlog copy/server daemon"
"UDP",705,"AgentX"
"UDP",706,"SILC"
"UDP",707,"Borland DSJ"
"UDP",709,"Entrust Key Management Service Handler"
"UDP",710,"Entrust Administration Service Handler"
"UDP",711,"Cisco TDP"
"UDP",729,"IBM NetView DM/6000 Server/Client"
"UDP",730,"IBM NetView DM/6000 send/tcp"
"UDP",731,"IBM NetView DM/6000 receive/tcp"
"UDP",740,"(old) NETscout Control Protocol (old)"
"UDP",741,"netGW"
"UDP",742,"Network based Rev. Cont. Sys."
"UDP",744,"Flexible License Manager"
"UDP",747,"Fujitsu Device Control"
"UDP",748,"Russell Info Sci Calendar Manager"
"UDP",749,"kerberos administration"
"UDP",750,"kerberos version iv"
"UDP",751,"pump"
"UDP",752,"Kerberos password server"
"UDP",753,"Kerberos userreg server"
"UDP",754,"send"
"UDP",758,"nlogin"
"UDP",759,"con"
"UDP",760,"ns"
"UDP",761,"rxe"
"UDP",762,"quotad"
"UDP",763,"cycleserv"
"UDP",764,"omserv"
"UDP",765,"webster"
"UDP",767,"phone"
"UDP",769,"vid"
"UDP",770,"cadlock"
"UDP",771,"rtip"
"UDP",772,"cycleserv2"
"UDP",773,"notify"
"UDP",774,"acmaint_dbd"
"UDP",775,"acmaint_transd"
"UDP",776,"wpages"
"UDP",777,"Multiling HTTP"
"UDP",780,"wpgs"
"UDP",781,"HP performance data collector"
"UDP",782,"node HP performance data managed node"
"UDP",783,"HP performance data alarm manager"
"UDP",786,"Concert"
"UDP",787,"QSC"
"UDP",800,"mdbs_daemon"
"UDP",801,"device"
"UDP",810,"FCP Datagram"
"UDP",828,"itm-mcell-s"
"UDP",829,"PKIX-3 CA/RA"
"UDP",873,"rsync"
"UDP",886,"ICL coNETion locate server"
"UDP",887,"ICL coNETion server info"
