"protocol","port","description"
"UDP",3150,"NetMike Assessor Administrator / Deep Throat (Windows Trojan) / Deep Throat 2 (Windows Trojan)"
"UDP",3151,"NetMike Assessor"
"UDP",3180,"Millicent Broker Server"
"UDP",3181,"BMC Patrol Agent"
"UDP",3182,"BMC Patrol Rendezvous"
"UDP",3262,"NECP"
"UDP",3264,"cc:mail/lotus"
"UDP",3265,"Altav Tunnel"
"UDP",3266,"NS CFG Server"
"UDP",3267,"IBM Dial Out"
"UDP",3268,"Microsoft Global Catalog"
"UDP",3269,"Microsoft Global Catalog with LDAP/SSL"
"UDP",3270,"Verismart"
"UDP",3271,"CSoft Prev Port"
"UDP",3272,"Fujitsu User Manager"
"UDP",3273,"Simple Extensible Multiplexed Protocol"
"UDP",3274,"Ordinox Server"
"UDP",3275,"SAMD"
"UDP",3276,"Maxim ASICs"
"UDP",3277,"AWG Proxy"
"UDP",3278,"LKCM Server"
"UDP",3279,"admind"
"UDP",3280,"VS Server"
"UDP",3281,"SYSOPT"
"UDP",3282,"Datusorb"
"UDP",3283,"Net Assistant"
"UDP",3284,"4Talk"
"UDP",3285,"Plato"
"UDP",3286,"E-Net"
"UDP",3287,"DIRECTVDATA"
"UDP",3288,"COPS"
"UDP",3289,"ENPC"
"UDP",3290,"CAPS LOGISTICS TOOLKIT - LM"
"UDP",3291,"S A Holditch & Associates - LM"
"UDP",3292,"Cart O Rama"
"UDP",3293,"fg-fps"
"UDP",3294,"fg-gip"
"UDP",3295,"Dynamic IP Lookup"
"UDP",3296,"Rib License Manager"
"UDP",3297,"Cytel License Manager"
"UDP",3298,"Transview"
"UDP",3299,"pdrncs"
"UDP",3301,"Unathorised use by SAP R/3"
"UDP",3302,"MCS Fastmail"
"UDP",3303,"OP Session Client"
"UDP",3304,"OP Session Server"
"UDP",3305,"ODETTE-FTP"
"UDP",3306,"MySQL"
"UDP",3307,"OP Session Proxy"
"UDP",3308,"TNS Server"
"UDP",3309,"TND ADV"
"UDP",3310,"Dyna Access"
"UDP",3311,"MCNS Tel Ret"
"UDP",3312,"Application Management Server"
"UDP",3313,"Unify Object Broker"
"UDP",3314,"Unify Object Host"
"UDP",3315,"CDID"
"UDP",3316,"AICC/CMI"
"UDP",3317,"VSAI PORT"
"UDP",3318,"Swith to Swith Routing Information Protocol"
"UDP",3319,"SDT License Manager"
"UDP",3320,"Office Link 2000"
"UDP",3321,"VNSSTR"
"UDP",3325,"isi.edu"
"UDP",3326,"SFTU"
"UDP",3327,"BBARS"
"UDP",3328,"Eaglepoint License Manager"
"UDP",3329,"HP Device Disc"
"UDP",3330,"MCS Calypso ICF"
"UDP",3331,"MCS Messaging"
"UDP",3332,"MCS Mail Server"
"UDP",3333,"DEC Notes"
"UDP",3334,"Direct TV Webcasting"
"UDP",3335,"Direct TV Software Updates"
"UDP",3336,"Direct TV Tickers"
"UDP",3337,"Direct TV Data Catalog"
"UDP",3338,"OMF data b"
"UDP",3339,"OMF data l"
"UDP",3340,"OMF data m"
"UDP",3341,"OMF data h"
"UDP",3342,"WebTIE"
"UDP",3343,"MS Cluster Net"
"UDP",3344,"BNT Manager"
"UDP",3345,"Influence"
"UDP",3346,"Trnsprnt Proxy"
"UDP",3347,"Phoenix RPC"
"UDP",3348,"Pangolin Laser"
"UDP",3349,"Chevin Services"
"UDP",3350,"FINDVIATV"
"UDP",3351,"BTRIEVE"
"UDP",3352,"SSQL"
"UDP",3353,"FATPIPE"
"UDP",3354,"SUITJD"
"UDP",3355,"Ordinox Dbase"
"UDP",3356,"UPNOTIFYPS"
"UDP",3357,"Adtech Test IP"
"UDP",3358,"Mp Sys Rmsvr"
"UDP",3359,"WG NetForce"
"UDP",3360,"KV Server"
"UDP",3361,"KV Agent"
"UDP",3362,"DJ ILM"
"UDP",3363,"NATI Vi Server"
"UDP",3364,"Creative Server"
"UDP",3365,"Content Server"
"UDP",3366,"Creative Partner"
"UDP",3371,"ccm.jf.intel.com"
"UDP",3372,"TIP 2"
"UDP",3373,"Lavenir License Manager"
"UDP",3374,"Cluster Disc"
"UDP",3375,"VSNM Agent"
"UDP",3376,"CD Broker"
"UDP",3377,"Cogsys Network License Manager"
"UDP",3378,"WSICOPY"
"UDP",3379,"SOCORFS"
"UDP",3380,"SNS Channels"
"UDP",3381,"Geneous"
"UDP",3382,"Fujitsu Network Enhanced Antitheft function"
"UDP",3383,"Enterprise Software Products License Manager"
"UDP",3384,"Hardware Management"
"UDP",3385,"qnxnetman"
"UDP",3386,"GPRS SIG"
"UDP",3387,"Back Room Net"
"UDP",3388,"CB Server"
"UDP",3389,"MS WBT Server"
"UDP",3390,"Distributed Service Coordinator"
"UDP",3391,"SAVANT"
"UDP",3392,"EFI License Management"
"UDP",3393,"D2K Tapestry Client to Server"
"UDP",3394,"D2K Tapestry Server to Server"
"UDP",3395,"Dyna License Manager (Elam)"
"UDP",3396,"Printer Agent"
"UDP",3397,"Cloanto License Manager"
"UDP",3398,"Mercantile"
"UDP",3399,"CSMS"
"UDP",3400,"CSMS2"
"UDP",3401,"filecast"
"UDP",3421,"Bull Apprise portmapper"
"UDP",3454,"Apple Remote Access Protocol um.cc.umich.edu"
"UDP",3455,"RSVP Port"
"UDP",3456,"Microsoft IIS Server ATQ Backlog Monitor/ VAT default data"
"UDP",3457,"VAT default control"
"UDP",3458,"DsWinOSFI"
"UDP",3459,"TIP Integral"
"UDP",3460,"EDM Manger"
"UDP",3461,"EDM Stager"
"UDP",3462,"EDM STD Notify"
"UDP",3463,"EDM ADM Notify"
"UDP",3464,"EDM MGR Sync"
"UDP",3465,"EDM MGR Cntrl"
"UDP",3466,"WORKFLOW"
"UDP",3467,"RCST"
"UDP",3468,"TTCM Remote Controll"
"UDP",3469,"Pluribus"
"UDP",3470,"jt400"
"UDP",3471,"jt400-ssl"
"UDP",3527,"Microsoft Message Queuing Ping"
"UDP",3535,"MS-LA"
"UDP",3563,"Watcom Debug"
"UDP",3572,"harlequin.co.uk"
"UDP",3672,"harlequinorb"
"UDP",3802,"VHD"
"UDP",3845,"V-ONE Single Port Proxy"
"UDP",3862,"GIGA-POCKET"
"UDP",3875,"PNBSCADA"
"UDP",3900,"Unidata UDT OS"
"UDP",3984,"MAPPER network node manager"
"UDP",3985,"MAPPER TCP/IP server"
"UDP",3986,"MAPPER workstation server"
"UDP",3987,"Centerline"
"UDP",4000,"Terabase"
"UDP",4001,"NewOak"
"UDP",4002,"pxc-spvr-ft"
"UDP",4003,"pxc-splr-ft"
"UDP",4004,"pxc-roid"
"UDP",4005,"pxc-pin"
"UDP",4006,"pxc-spvr"
"UDP",4007,"pxc-splr"
"UDP",4008,"NetCheque accounting"
"UDP",4009,"Chimera HWM"
"UDP",4010,"Samsung Unidex"
"UDP",4011,"BINLSVC / Alternate Service Boot"
"UDP",4012,"PDA Gate"
"UDP",4013,"ACL Manager"
"UDP",4014,"TAICLOCK"
"UDP",4015,"Talarian Mcast"
"UDP",4016,"Talarian Mcast"
"UDP",4017,"Talarian Mcast"
"UDP",4018,"Talarian Mcast"
"UDP",4019,"Talarian Mcast"
"UDP",4045,"NFS lock daemon/manager"
"UDP",4096,"BRE (Bridge Relay Element)"
"UDP",4097,"Patrol View"
"UDP",4098,"drmsfsd"
"UDP",4099,"DPCP"
"UDP",4132,"NUTS Daemon"
"UDP",4133,"NUTS Bootp Server"
"UDP",4134,"NIFTY-Serve HMI protocol"
"UDP",4141,"Workflow Server"
"UDP",4142,"Document Server"
"UDP",4143,"Document Replication"
"UDP",4144,"Compuserve pc windows (unoffically)"
"UDP",4156,"Slapper.C"
"UDP",4160,"Jini Discovery"
"UDP",4199,"EIMS ADMIN"
"UDP",4299,"earth.path.net"
"UDP",4300,"Corel CCam"
"UDP",4321,"Remote Who Is"
"UDP",4343,"UNICALL"
"UDP",4344,"VinaInstall"
"UDP",4345,"Macro 4 Network AS"
"UDP",4346,"ELAN LM"
"UDP",4347,"LAN Surveyor"
"UDP",4348,"ITOSE"
"UDP",4349,"File System Port Map"
"UDP",4350,"Net Device"
"UDP",4351,"PLCY Net Services"
"UDP",4353,"F5 iQuery"
"UDP",4442,"Saris"
"UDP",4443,"Pharos"
"UDP",4444,"NV Video default"
"UDP",4445,"UPNOTIFYP"
"UDP",4446,"N1-FWP"
"UDP",4447,"N1-RMGMT"
"UDP",4448,"ASC Licence Manager"
"UDP",4449,"PrivateWire"
"UDP",4450,"Camp"
"UDP",4451,"CTI System Msg"
"UDP",4452,"CTI Program Load"
"UDP",4453,"NSS Alert Manager"
"UDP",4454,"NSS Agent Manager"
"UDP",4455,"PR Chat User"
"UDP",4456,"PR Chat Server"
"UDP",4457,"PR Register"
"UDP",4500,"sae-urn / LSASS / NAT-T"
"UDP",4501,"urn-x-cdchoice"
"UDP",4545,"WorldScores"
"UDP",4546,"SF License Manager (Sentinel)"
"UDP",4547,"Lanner License Manager"
"UDP",4567,"TRAM"
"UDP",4568,"BMC Reporting"
"UDP",4600,"Piranha1"
"UDP",4601,"Piranha2"
"UDP",4665,"eDonkey"
"UDP",4672,"remote file access server"
"UDP",4800,"Icona Instant Messenging System"
"UDP",4801,"Icona Web Embedded Chat"
"UDP",4802,"Icona License System Server"
"UDP",4827,"HTCP"
"UDP",4837,"Varadero-0"
"UDP",4838,"Varadero-1"
"UDP",4839,"Varadero-2"
"UDP",4868,"Photon Relay"
"UDP",4869,"Photon Relay Debug"
"UDP",4885,"ABBS"
"UDP",4983,"AT&T Intercom"
"UDP",5000,"filmaker.com"
"UDP",5001,"filmaker.com"
"UDP",5002,"radio free ethernet"
"UDP",5003,"FileMaker Inc. - Proprietary name binding"
"UDP",5004,"WMServer RTP / avt-profile-1"
"UDP",5005,"WMServer RTCP / avt-profile-2"
"UDP",5006,"wsm server"
"UDP",5007,"wsm server ssl"
"UDP",5010,"TelepathStart"
"UDP",5011,"TelepathAttack"
"UDP",5020,"zenginkyo-1"
"UDP",5021,"zenginkyo-2"
"UDP",5042,"asnaacceler8db"
"UDP",5050,"multimedia conference control tool"
"UDP",5051,"ITA Agent"
"UDP",5052,"ITA Manager"
"UDP",5055,"UNOT"
"UDP",5060,"SIP"
"UDP",5069,"I/Net 2000-NPR"
"UDP",5071,"PowerSchool"
"UDP",5093,"Sentinel LM"
"UDP",5099,"SentLM Srv2Srv"
"UDP",5145,"RMONITOR SECURE"
"UDP",5150,"Ascend Tunnel Management Protocol"
"UDP",5151,"ESRI SDE Remote Start"
"UDP",5152,"ESRI SDE Instance Discovery"
"UDP",5165,"ife_1corp"
"UDP",5190,"America-Online"
"UDP",5191,"AmericaOnline1"
"UDP",5192,"AmericaOnline2"
"UDP",5193,"AmericaOnline3"
"UDP",5200,"Targus AIB 1"
"UDP",5201,"Targus AIB 2"
"UDP",5202,"Targus TNTS 1"
"UDP",5203,"Targus TNTS 2"
"UDP",5236,"padl2sim"
"UDP",5272,"PK"
"UDP",5300,"HA cluster heartbeat"
"UDP",5301,"HA cluster general services"
"UDP",5302,"HA cluster configuration"
"UDP",5303,"HA cluster probing"
"UDP",5304,"HA Cluster Commands hp.com"
"UDP",5305,"HA Cluster Test hp.com"
"UDP",5306,"Sun MC Group"
"UDP",5307,"SCO AIP"
"UDP",5308,"CFengine"
"UDP",5309,"J Printer"
"UDP",5310,"Outlaws"
"UDP",5311,"TM Login"
"UDP",5400,"Excerpt Search"
"UDP",5401,"Excerpt Search Secure"
"UDP",5402,"MFTP"
"UDP",5403,"HPOMS-CI-LSTN"
"UDP",5404,"HPOMS-DPS-LSTN"
"UDP",5405,"NetSupport"
"UDP",5406,"Systemics Sox"
"UDP",5407,"Foresyte-Clear"
"UDP",5408,"Foresyte-Sec"
"UDP",5409,"Salient Data Server"
"UDP",5410,"Salient User Manager"
"UDP",5411,"ActNet"
"UDP",5412,"Continuus"
"UDP",5413,"WWIOTALK"
"UDP",5414,"StatusD"
"UDP",5415,"NS Server"
"UDP",5416,"SNS Gateway"
"UDP",5417,"SNS Agent"
"UDP",5418,"MCNTP"
"UDP",5419,"DJ-ICE"
"UDP",5420,"Cylink-C"
"UDP",5421,"Net Support 2"
"UDP",5422,"Salient MUX"
"UDP",5423,"VIRTUALUSER"
"UDP",5426,"DEVBASIC"
"UDP",5427,"SCO-PEER-TTA"
"UDP",5428,"TELACONSOLE"
"UDP",5429,"Billing and Accounting System Exchange"
"UDP",5430,"RADEC CORP"
"UDP",5431,"PARK AGENT"
"UDP",5435,"Data Tunneling Transceiver Linking (DTTL)"
"UDP",5454,"apc-tcp-udp-4"
"UDP",5455,"apc-tcp-udp-5"
"UDP",5456,"apc-tcp-udp-6"
"UDP",5461,"SILKMETER"
"UDP",5462,"TTL Publisher"
"UDP",5465,"NETOPS-BROKER"
"UDP",5500,"fcp-addr-srvr1"
"UDP",5501,"fcp-addr-srvr2"
"UDP",5502,"fcp-srvr-inst1"
"UDP",5503,"fcp-srvr-inst2"
"UDP",5504,"fcp-cics-gw1"
"UDP",5540,"ACE/Server Services"
"UDP",5554,"SGI ESP HTTP"
"UDP",5555,"Personal Agent"
"UDP",5599,"Enterprise Security Remote Install"
"UDP",5600,"Enterprise Security Manager"
"UDP",5601,"Enterprise Security Agent"
"UDP",5602,"A1-MSC"
"UDP",5603,"A1-BS"
"UDP",5604,"A3-SDUNode"
"UDP",5605,"A4-SDUNode"
"UDP",5631,"pcANYWHEREdata"
"UDP",5632,"pcANYWHEREstat"
"UDP",5678,"Remote Replication Agent Connection"
"UDP",5679,"Direct Cable Connect Manager"
"UDP",5713,"proshare conf audio"
"UDP",5714,"proshare conf video"
"UDP",5715,"proshare conf data"
"UDP",5716,"proshare conf request"
"UDP",5717,"proshare conf notify"
"UDP",5729,"Openmail User Agent Layer"
"UDP",5741,"IDA Discover Port 1"
"UDP",5742,"IDA Discover Port 2"
"UDP",5745,"fcopy-server"
"UDP",5746,"fcopys-server"
"UDP",5755,"OpenMail Desk Gateway server"
"UDP",5757,"OpenMail X.500 Directory Server"
"UDP",5766,"OpenMail NewMail Server"
"UDP",5767,"OpenMail Suer Agent Layer (Secure)"
"UDP",5768,"OpenMail CMTS Server"
"UDP",5771,"NetAgent"
"UDP",5813,"ICMPD"
"UDP",5859,"WHEREHOO"
"UDP",5968,"mppolicy-v5"
"UDP",5969,"mppolicy-mgr"
"UDP",5999,"CVSup"
"UDP",6063,"X Windows System mit.edu"
"UDP",6064,"NDL-AHP-SVC"
"UDP",6065,"WinPharaoh"
"UDP",6066,"EWCTSP"
"UDP",6067,"SRB"
"UDP",6068,"GSMP"
"UDP",6069,"TRIP"
"UDP",6070,"Messageasap"
"UDP",6071,"SSDTP"
"UDP",6072,"DIAGNOSE-PROC"
"UDP",6073,"DirectPlay8"
"UDP",6100,"SynchroNet-db"
"UDP",6101,"SynchroNet-rtc"
"UDP",6102,"SynchroNet-upd"
"UDP",6103,"RETS"
"UDP",6104,"DBDB"
"UDP",6105,"Prima Server"
"UDP",6106,"MPS Server"
"UDP",6107,"ETC Control"
"UDP",6108,"Sercomm-SCAdmin"
"UDP",6109,"GLOBECAST-ID"
"UDP",6110,"HP SoftBench CM"
"UDP",6111,"HP SoftBench Sub-Process Control"
"UDP",6112,"dtspcd"
"UDP",6123,"Backup Express"
"UDP",6141,"Meta Corporation License Manager"
"UDP",6142,"Aspen Technology License Manager"
"UDP",6143,"Watershed License Manager"
"UDP",6144,"StatSci License Manager - 1"
"UDP",6145,"StatSci License Manager - 2"
"UDP",6146,"Lone Wolf Systems License Manager"
"UDP",6147,"Montage License Manager"
"UDP",6148,"Ricardo North America License Manager"
"UDP",6149,"tal-pod"
"UDP",6253,"CRIP"
"UDP",6321,"Empress Software Connectivity Server 1"
"UDP",6322,"Empress Software Connectivity Server 2"
"UDP",6389,"clariion-evr01"
"UDP",6400,"saegatesoftware.com"
"UDP",6401,"saegatesoftware.com"
"UDP",6402,"saegatesoftware.com"
"UDP",6403,"saegatesoftware.com"
"UDP",6404,"saegatesoftware.com"
"UDP",6405,"saegatesoftware.com"
"UDP",6406,"saegatesoftware.com"
"UDP",6407,"saegatesoftware.com"
"UDP",6408,"saegatesoftware.com"
"UDP",6409,"saegatesoftware.com"
"UDP",6410,"saegatesoftware.com"
"UDP",6455,"osmosys.incog.com"
"UDP",6456,"osmosys.incog.com"
"UDP",6471,"LVision License Manager"
"UDP",6500,"BoKS Master"
"UDP",6501,"BoKS Servc"
"UDP",6502,"BoKS Servm"
"UDP",6503,"BoKS Clntd"
"UDP",6505,"BoKS Admin Private Port"
"UDP",6506,"BoKS Admin Public Port"
"UDP",6507,"BoKS Dir Server Private Port"
"UDP",6508,"BoKS Dir Server Public Port"
"UDP",6547,"apc-tcp-udp-1"
"UDP",6548,"apc-tcp-udp-2"
"UDP",6549,"apc-tcp-udp-3"
"UDP",6550,"fg-sysupdate"
"UDP",6558,"xdsxdm"
"UDP",6669,"Internet Relay Chat acrux.com"
"UDP",6670,"Vocaltec Global Online Directory"
"UDP",6672,"vision_server"
"UDP",6673,"vision_elmd"
"UDP",6699,"Napster"
"UDP",6700,"Napster"
"UDP",6701,"KTI/ICAD Nameserver"
"UDP",6702,"Carracho (client)"
"UDP",6767,"BMC PERFORM AGENT"
"UDP",6768,"BMC PERFORM MGRD"
"UDP",6790,"HNMP"
"UDP",6831,"ambit-lm"
"UDP",6838,"DDOS communication UDP"
"UDP",6841,"Netmo Default"
"UDP",6842,"Netmo HTTP"
"UDP",6850,"ICCRUSHMORE"
"UDP",6888,"MUSE"
"UDP",6961,"JMACT3"
"UDP",6962,"jmevt2"
"UDP",6963,"swismgr1"
"UDP",6964,"swismgr2"
"UDP",6965,"swistrap"
"UDP",6966,"swispol"
"UDP",6969,"acmsoda"
"UDP",6998,"IATP-highPri"
"UDP",6999,"IATP-normalPri"
"UDP",7000,"file server itself"
"UDP",7001,"callbacks to cache managers"
"UDP",7002,"users & groups database"
"UDP",7003,"volume location database"
"UDP",7004,"AFS/Kerberos authentication service"
"UDP",7005,"volume managment server"
"UDP",7006,"error interpretation service"
"UDP",7007,"basic overseer process"
"UDP",7008,"server-to-server updater"
"UDP",7009,"remote cache manager service"
"UDP",7010,"onlinet uninterruptable power supplies"
"UDP",7011,"Talon Discovery Port"
"UDP",7012,"Talon Engine"
"UDP",7013,"Microtalon Discovery"
"UDP",7014,"Microtalon Communications"
"UDP",7015,"Talon Webserver"
"UDP",7020,"DP Serve"
"UDP",7021,"DP Serve Admin"
"UDP",7070,"ARCP"
"UDP",7099,"lazy-ptop"
"UDP",7100,"X Font Service"
"UDP",7121,"Virtual Prototypes License Manager"
"UDP",7141,"vnet.ibm.com"
"UDP",7170,"Audio (inclusive) for incoming traffic only"
"UDP",7174,"Clutild"
"UDP",7200,"FODMS FLIP"
"UDP",7201,"DLIP"
"UDP",7390,"The Swiss Exchange swx.ch"
"UDP",7395,"winqedit"
"UDP",7426,"OpenView DM Postmaster Manager"
"UDP",7427,"OpenView DM Event Agent Manager"
"UDP",7428,"OpenView DM Log Agent Manager"
"UDP",7429,"OpenView DM rqt communication"
"UDP",7430,"OpenView DM xmpv7 api pipe"
"UDP",7431,"OpenView DM ovc/xmpv3 api pipe"
"UDP",7437,"Faximum"
"UDP",7491,"telops-lmd"
"UDP",7511,"pafec-lm"
"UDP",7544,"FlowAnalyzer DisplayServer"
"UDP",7545,"FlowAnalyzer UtilityServer"
"UDP",7566,"VSI Omega"
"UDP",7570,"Aries Kfinder"
"UDP",7588,"Sun License Manager"
"UDP",7597,"TROJAN WORM"
"UDP",7633,"PMDF Management"
"UDP",7640,"CUSeeMe"
"UDP",7648,"CUCME live video/audio server"
"UDP",7649,"CUCME live video/audio server"
"UDP",7650,"CUCME live video/audio server"
"UDP",7651,"CUCME live video/audio server"
"UDP",7777,"cbt"
"UDP",7778,"Interwise"
"UDP",7781,"accu-lmgr"
"UDP",7786,"MINIVEND"
"UDP",7932,"Tier 2 Data Resource Manager"
"UDP",7933,"Tier 2 Business Rules Manager"
"UDP",7967,"Supercell"
"UDP",7979,"Micromuse-ncps"
"UDP",7980,"Quest Vista"
"UDP",7983,"DDOS communication UDP"
"UDP",7999,"iRDMI2"
"UDP",8000,"iRDMI"
"UDP",8001,"VCOM Tunnel"
"UDP",8002,"Teradata ORDBMS"
"UDP",8008,"HTTP Alternate"
"UDP",8032,"ProEd"
"UDP",8033,"MindPrint"
"UDP",8080,"HTTP"
"UDP",8082,"BlackICE Capture"
"UDP",8099,"TestTrack Pro Client"
"UDP",8130,"INDIGO-VRMI"
"UDP",8131,"INDIGO-VBCP"
"UDP",8160,"Patrol"
"UDP",8161,"Patrol SNMP"
"UDP",8200,"TRIVNET"
"UDP",8201,"TRIVNET"
"UDP",8204,"LM Perfworks"
"UDP",8205,"LM Instmgr"
"UDP",8206,"LM Dta"
"UDP",8207,"LM SServer"
"UDP",8208,"LM Webwatcher"
"UDP",8351,"Server Find"
"UDP",8376,"Cruise ENUM"
"UDP",8377,"Cruise SWROUTE"
"UDP",8378,"Cruise CONFIG"
"UDP",8379,"Cruise DIAGS"
"UDP",8380,"Cruise UPDATE"
"UDP",8400,"cvd"
"UDP",8401,"sabarsd"
"UDP",8402,"abarsd"
"UDP",8403,"admind"
"UDP",8450,"npmp"
"UDP",8473,"Virtual Point to Point"
"UDP",8554,"RTSP Alternate (see port 554)"
"UDP",8733,"iBus"
"UDP",8763,"MC-APPSERVER"
"UDP",8764,"OPENQUEUE"
"UDP",8765,"Ultraseek HTTP"
"UDP",8804,"truecm"
"UDP",8880,"CDDBP"
"UDP",8888,"NewsEDGE server UDP (UDP 1)"
"UDP",8889,"NewsEDGE server broadcast"
"UDP",8890,"NewsEDGE client broadcast"
"UDP",8891,"Desktop Data UDP 3: NESS application"
"UDP",8892,"Desktop Data UDP 4: FARM product"
"UDP",8893,"Desktop Data UDP 5: NewsEDGE/Web application"
"UDP",8894,"Desktop Data UDP 6: COAL application"
"UDP",8900,"JMB-CDS 1"
"UDP",8901,"JMB-CDS 2"
"UDP",9000,"CSlistener"
"UDP",9090,"WebSM"
"UDP",9160,"NetLOCK1"
"UDP",9161,"NetLOCK2"
"UDP",9162,"NetLOCK3"
"UDP",9163,"NetLOCK4"
"UDP",9164,"NetLOCK5"
"UDP",9200,"WAP connectionless session service"
"UDP",9201,"WAP session service"
"UDP",9202,"WAP secure connectionless session service"
"UDP",9203,"WAP secure session service"
"UDP",9204,"WAP vCard"
"UDP",9205,"WAP vCal"
"UDP",9206,"WAP vCard Secure"
"UDP",9207,"WAP vCal Secure"
"UDP",9321,"guibase"
"UDP",9325,"DDOS communication UDP"
"UDP",9343,"MpIdcMgr"
"UDP",9344,"Mphlpdmc"
"UDP",9374,"fjdmimgr"
"UDP",9396,"fjinvmgr"
"UDP",9397,"MpIdcAgt"
"UDP",9500,"ismserver"
"UDP",9535,"Remote man server"
"UDP",9594,"Message System"
"UDP",9595,"Ping Discovery Service"
"UDP",9600,"MICROMUSE-NCPW"
"UDP",9753,"rasadv"
"UDP",9876,"Session Director"
"UDP",9888,"CYBORG Systems"
"UDP",9898,"MonkeyCom"
"UDP",9899,"SCTP TUNNELING"
"UDP",9900,"IUA"
"UDP",9909,"domaintime"
"UDP",9950,"APCPCPLUSWIN1"
"UDP",9951,"APCPCPLUSWIN2"
"UDP",9952,"APCPCPLUSWIN3"
"UDP",9992,"Palace"
"UDP",9993,"Palace"
"UDP",9994,"Palace"
"UDP",9995,"Palace"
"UDP",9996,"Palace"
"UDP",9997,"Palace"
"UDP",9998,"Distinct32"
"UDP",9999,"distinct"
"UDP",10000,"Network Data Management Protocol"
"UDP",10001,"rscsl"
"UDP",10002,"rscs2"
"UDP",10003,"rscs3"
"UDP",10004,"rscs4"
"UDP",10005,"rscs5"
"UDP",10006,"rscs6"
"UDP",10007,"MVS Capacity"
"UDP",10008,"rscs8"
"UDP",10009,"rscs9"
"UDP",10010,"rscsa"
"UDP",10011,"rscsb"
"UDP",10012,"qmaster"
"UDP",10067,"Portal of Doom remote access backdoor"
"UDP",10080,"Amanda"
"UDP",10113,"NetIQ Endpoint"
"UDP",10114,"NetIQ Qcheck"
"UDP",10115,"Ganymede Endpoint"
"UDP",10128,"BMC-PERFORM-SERVICE DAEMON"
"UDP",10167,"Portal of Doom remote access backdoor"
"UDP",10288,"Blocks"
"UDP",10498,"DDOS Communication UDP"
"UDP",11000,"IRISA"
"UDP",11001,"Metasys"
"UDP",11111,"Viral Computing Environment (VCE)"
"UDP",11367,"ATM UHAS"
"UDP",11487,"Dell OpenManage Client Instrumentation"
"UDP",11720,"h323 Call Signal Alternate"
"UDP",12000,"IBM Enterprise Extender SNA XID Exchange"
"UDP",12001,"IBM Enterprise Extender SNA COS Network Priority"
"UDP",12002,"IBM Enterprise Extender SNA COS High Priority"
"UDP",12003,"IBM Enterprise Extender SNA COS Medium Priority"
"UDP",12004,"IBM Enterprise Extender SNA COS Low Priority"
"UDP",12172,"HiveP"
"UDP",12753,"tsaf port"
"UDP",13160,"I-ZIPQD"
"UDP",13223,"PowWow Client"
"UDP",13224,"PowWow Server"
"UDP",13720,"BPRD Protocol (VERITAS NetBackup)"
"UDP",13721,"BPBRM Protocol (VERITAS NetBackup)"
"UDP",13722,"BP Java MSVC Protocol"
"UDP",13782,"VERITAS NetBackup"
"UDP",13783,"VOPIED Protocol"
"UDP",13818,"DSMCC Config"
"UDP",13819,"DSMCC Session Messages"
"UDP",13820,"DSMCC Pass-Thru Messages"
"UDP",13821,"DSMCC Download Protocol"
"UDP",13822,"DSMCC Channel Change Protocol"
"UDP",14001,"ITU SCCP (SS7)"
"UDP",14238,"Palm Network Hotsync"
"UDP",16360,"netserialext1"
"UDP",16361,"netserialext2"
"UDP",16367,"netserialext3"
"UDP",16368,"netserialext4"
"UDP",16991,"INTEL-RCI-MP"
"UDP",17007,"isode-dua"
"UDP",17219,"Chipper"
"UDP",18000,"Beckman Instruments Inc."
"UDP",18181,"OPSEC CVP"
"UDP",18182,"OPSEC UFP"
"UDP",18183,"OPSEC SAM"
"UDP",18184,"OPSEC LEA"
"UDP",18185,"OPSEC OMI"
"UDP",18187,"OPSEC ELA"
"UDP",18463,"AC Cluster"
"UDP",18753,"Shaft distributed attack tool handler agent"
"UDP",18888,"APCNECMP"
"UDP",19283,"Key Server for SASSAFRAS"
"UDP",19315,"Key Shadow for SASSAFRAS"
"UDP",19410,"hp-sco"
"UDP",19411,"hp-sca"
"UDP",19412,"HP-SESSMON"
"UDP",19541,"JCP Client"
"UDP",20000,"DNP"
"UDP",20432,"Shaft distributed attack agent"
"UDP",20670,"Track"
"UDP",20999,"AT Hand MMP"
"UDP",21590,"VoFR Gateway"
"UDP",21845,"webphone"
"UDP",21846,"NetSpeak Corp. Directory Services"
"UDP",21847,"NetSpeak Corp. Connection Services"
"UDP",21848,"NetSpeak Corp. Automatic Call Distribution"
"UDP",21849,"NetSpeak Corp. Credit Processing System"
"UDP",22000,"SNAPenetIO"
"UDP",22001,"OptoControl"
"UDP",22273,"wnn6"
"UDP",22555,"Vocaltec Internet Phone"
"UDP",22800,"Telerate Information Platform LAN"
"UDP",22951,"Telerate Information Platform WAN"
"UDP",24000,"med-ltp"
"UDP",24001,"med-fsp-rx"
"UDP",24002,"med-fsp-tx"
"UDP",24003,"med-supp"
"UDP",24004,"med-ovw"
"UDP",24005,"med-ci"
"UDP",24006,"med-net-svc"
"UDP",24386,"Intel RCI"
"UDP",24554,"BINKP"
"UDP",25000,"icl-twobase1"
"UDP",25001,"icl-twobase2"
"UDP",25002,"icl-twobase3"
"UDP",25003,"icl-twobase4"
"UDP",25004,"icl-twobase5"
"UDP",25005,"icl-twobase6"
"UDP",25006,"icl-twobase7"
"UDP",25007,"icl-twobase8"
"UDP",25008,"icl-twobase9"
"UDP",25009,"icl-twobase10"
"UDP",25793,"Vocaltec Address Server"
